"","Ticker","Report.Date","Currency","Revenue","Cost.of.Revenue","Gross.Profit","Operating.Expenses","Selling..General...Administrative","Research...Development","Depreciation...Amortization.x","Operating.Income..Loss.","Non.Operating.Income..Loss.","Interest.Expense..Net","Pretax.Income..Loss...Adj.","Abnormal.Gains..Losses.","Pretax.Income..Loss.","Income.Tax..Expense..Benefit..Net","Income..Loss..from.Continuing.Operations","Net.Extraordinary.Gains..Losses.","Net.Income","Net.Income..Common.","Net.Income.Starting.Line","Non.Cash.Items","Change.in.Working.Capital","Change.in.Accounts.Receivable","Change.in.Inventories","Change.in.Accounts.Payable","Change.in.Other","Net.Cash.from.Operating.Activities","Change.in.Fixed.Assets...Intangibles","Net.Change.in.Long.Term.Investment","Net.Cash.from.Acquisitions...Divestitures","Net.Cash.from.Investing.Activities","Dividends.Paid","Cash.from..Repayment.of..Debt","Cash.from..Repurchase.of..Equity","Net.Cash.from.Financing.Activities","Net.Change.in.Cash","SimFinId","Fiscal.Year","Fiscal.Period","Publish.Date","Restated.Date","Shares..Basic.","Shares..Diluted.","Cash..Cash.Equivalents...Short.Term.Investments","Accounts...Notes.Receivable","Inventories","Total.Current.Assets","Property..Plant...Equipment..Net","Long.Term.Investments...Receivables","Other.Long.Term.Assets","Total.Noncurrent.Assets","Total.Assets","Payables...Accruals","Short.Term.Debt","Total.Current.Liabilities","Long.Term.Debt","Total.Noncurrent.Liabilities","Total.Liabilities","Share.Capital...Additional.Paid.In.Capital","Treasury.Stock","Retained.Earnings","Total.Equity","Total.Liabilities...Equity","Company.Name","IndustryId"
"12125","PVAC","2018-12-31","USD",440832000,-54505000,386327000,-177572000,-26064000,NA,-127961000,208755000,13231000,-26462000,221986000,3322000,225308000,-523000,224785000,NA,224785000,224785000,224785000,-29500000,-51114000,NA,NA,NA,NA,272132000,-422909000,NA,-85387000,-508296000,NA,2.44e+08,NA,243011000,6847000,359467,2018,"Q4","2019-02-27","2019-05-10",15074000,15685000,17864000,66038000,NA,126430000,927994000,NA,14530000,942524000,1068954000,103700000,NA,104691000,511375000,516908000,621599000,197781000,NA,249492000,447355000,1068954000,"PENN VIRGINIA CORP",107002
"12126","PVH","2019-02-28","USD",9656800000,-4348500000,5308300000,-4432800000,-4432800000,NA,NA,875500000,-94800000,-116100000,780700000,-5100000,775600000,-3.1e+07,744600000,NA,746400000,746400000,744600000,-55500000,-171400000,NA,NA,NA,NA,852500000,-379500000,NA,-15900000,-395400000,-11600000,-162100000,-304800000,-478500000,-41900000,46764,2018,"Q4","2019-03-29","2019-09-06",75500000,7.6e+07,4.52e+08,777800000,1732400000,3238600000,984500000,NA,7640600000,8625100000,11863700000,1815800000,12800000,1893900000,2819400000,4141800000,6035700000,3102700000,-1117100000,4350100000,5827800000,11863500000,"PVH CORP. /DE/",103004
"12144","PWR","2018-12-31","USD",11171423000,-9691459000,1479964000,-901568000,-857574000,NA,-43994000,578396000,-82603000,-35390000,495793000,-38127000,457666000,-161659000,296007000,0,293346000,293346000,296007000,216802000,-400533000,NA,NA,NA,NA,358789000,-261101000,NA,-94917000,-402670000,NA,447814000,-443152000,-16570000,-60519000,378205,2018,"Q4","2019-02-28","2019-08-02",149419000,151066000,78687000,2354737000,107732000,3326104000,1276032000,NA,2473651000,3749683000,7075787000,1314520000,65646000,1806127000,1040532000,1664207000,3470334000,1967354000,-554440000,2477291000,3605451000,7075785000,"Quanta Services Inc.",100003
"12165","PXD","2018-12-31","USD",9.415e+09,-4.785e+09,4.63e+09,-2.313e+09,-3.81e+08,-1.14e+08,-1.534e+09,2.317e+09,-9.75e+08,-1.26e+08,1.342e+09,-9.1e+07,1.251e+09,-2.76e+08,9.75e+08,NA,9.78e+08,9.78e+08,9.75e+08,5.91e+08,1.42e+08,NA,NA,NA,NA,3.242e+09,-3.314e+09,7.04e+08,0,-2.61e+09,-5.5e+07,-4.5e+08,-1.71e+08,-7.03e+08,-7.1e+07,378199,2018,"Q4","2019-02-26","2019-08-09",1.73e+08,1.71e+08,1.268e+09,6.94e+08,2.42e+08,2.408e+09,1.4839e+10,2.97e+08,3.59e+08,1.5495e+10,1.7903e+10,1.496e+09,0,1.818e+09,2.284e+09,3.974e+09,5.792e+09,9.064e+09,-4.23e+08,3.47e+09,1.2111e+10,1.7903e+10,"Pioneer Natural Resources",107002
"12170","PYPL","2018-12-31","USD",1.5451e+10,NA,1.5451e+10,-1.3257e+10,-4.246e+09,-1.071e+09,-7.76e+08,2.194e+09,1.82e+08,NA,2.376e+09,NA,2.376e+09,-3.19e+08,2.057e+09,NA,2.057e+09,2.057e+09,2.057e+09,9.82e+08,1.668e+09,NA,NA,NA,NA,5.483e+09,-8.2e+08,-4.83e+08,-2.124e+09,8.4e+08,NA,9.6e+08,-3.376e+09,-1.262e+09,4.948e+09,109664,2018,"Q4","2019-02-07","2019-02-07",1.176e+09,1.194e+09,9.109e+09,2.0375e+10,NA,3.2963e+10,1.724e+09,9.71e+08,7.674e+09,1.0369e+10,4.3332e+10,2.3906e+10,NA,2.5904e+10,NA,2.042e+09,2.7946e+10,1.4939e+10,-5.511e+09,5.88e+09,1.5386e+10,4.3332e+10,"PayPal Holdings, Inc.",104007
"12179","PYX","2019-03-31","USD",1801593000,-1550779000,250814000,-158614000,-172831000,NA,NA,92200000,-131924000,-131924000,-39724000,-3193000,-42917000,-37840000,-71168000,NA,-70467000,-70467000,-71168000,52899000,-265759000,NA,NA,NA,NA,-248281000,-42391000,NA,-8692000,181804000,NA,-2089000,NA,-8162000,-70223000,825788,2018,"Q4","2019-06-14","2019-06-14",9070000,9070000,192043000,290097000,668171000,1238508000,276396000,NA,344371000,620767000,1859275000,630074000,332000,646842000,898386000,1020414000,1667256000,468936000,NA,-223884000,192019000,1859275000,"PYXUS INTERNATIONAL, INC.",102003
"12199","PZZA","2018-12-31","USD",1662871000,-1152761000,510110000,-478268000,-193534000,NA,-46403000,31842000,-24856000,-25673000,6986000,-289000,6697000,-2624000,4073000,NA,2474000,2474000,4073000,24371000,17607000,2157000,3093000,-4e+05,12757000,92454000,-42028000,NA,7707000,-38799000,-28985000,163585000,-155350000,-48097000,5367000,352171,2018,"Q4","2019-02-06","2020-02-26",31539000,31896000,33258000,83616000,27203000,196277000,226894000,NA,172726000,399620000,595897000,162863000,20009000,188894000,601126000,705552000,894446000,193427000,-751704000,242182000,-298549000,595897000,"PAPA JOHNS INTERNATIONAL INC",103003
"12206","Q","2018-12-31","USD",1.0412e+10,-6.746e+09,3.666e+09,-2.857e+09,-1.716e+09,NA,-1.141e+09,8.09e+08,-4.11e+08,-4.06e+08,3.98e+08,-7e+07,3.28e+08,-5.9e+07,2.84e+08,NA,2.59e+08,2.59e+08,2.84e+08,-6.5e+07,-1.06e+08,NA,NA,NA,NA,1.254e+09,-4.59e+08,-2.3e+07,-3.3e+08,-8.1e+08,NA,1.015e+09,-1.405e+09,-4.52e+08,-6.8e+07,744724,2018,"Q4","2019-02-19","2019-02-19",199300000,204100000,9.38e+08,2.394e+09,NA,3.874e+09,4.34e+08,1.42e+08,1.8099e+10,1.8675e+10,2.2549e+10,2.395e+09,1e+08,3.534e+09,1.0907e+10,1.2061e+10,1.5595e+10,1.0901e+10,-4.77e+09,8.07e+08,6.954e+09,2.2549e+10,"IQVIA HOLDINGS INC.",106001
"12217","QCOM","2018-09-30","USD",2.2732e+10,-1.0244e+10,1.2488e+10,-1.1746e+10,-2.986e+09,-5.625e+09,NA,7.42e+08,-2.29e+08,-7.68e+08,5.13e+08,NA,5.13e+08,-5.377e+09,-4.864e+09,NA,-4.864e+09,-4.864e+09,-4.864e+09,5.738e+09,1.46e+09,7.34e+08,3.37e+08,-9.4e+07,4.83e+08,3.895e+09,-5.62e+08,3.203e+09,NA,4.381e+09,-3.466e+09,-5.496e+09,-2.1977e+10,-3.1487e+10,-2.3252e+10,85758,2018,"Q4","2018-11-07","2018-11-07",1.415e+09,1.394e+09,1.2088e+10,2.904e+09,1.693e+09,1.7384e+10,2.975e+09,3.5e+07,1.2292e+10,1.5302e+10,3.2686e+10,2.906e+09,1.005e+09,1.1236e+10,1.5365e+10,2.0522e+10,3.1758e+10,0,NA,6.63e+08,9.28e+08,3.2686e+10,"QUALCOMM INC/DE",101004
"12230","QEP","2018-12-31","USD",1932600000,-15500000,1917100000,-3059900000,-221700000,-3e+05,-857100000,-1142800000,-1.59e+08,-1.59e+08,-1301800000,-27200000,-1.329e+09,317400000,-1011600000,NA,-1011600000,-1011600000,-1011600000,1332800000,-362100000,NA,NA,NA,NA,816200000,-1299700000,NA,NA,-1056100000,NA,303100000,-58400000,244600000,4700000,504259,2018,"Q4","2019-02-20","2019-04-24",236800000,236700000,0,104300000,NA,280600000,5059500000,NA,777700000,5837200000,6117800000,290500000,14600000,334300000,2507100000,3032600000,3366900000,1434300000,-45600000,1376500000,2750900000,6117800000,"QEP RESOURCES, INC.",107005
"12245","QNST","2018-06-30","USD",404358000,-345947000,58411000,-42775000,-28970000,-13805000,NA,15636000,868000,181000,16504000,0,16504000,-574000,15930000,NA,15930000,15930000,15930000,9599000,-6317000,NA,NA,NA,NA,26979000,-610000,0,-14154000,-15849000,NA,0,10381000,3894000,15129000,168827,2018,"Q4","2018-09-12","2018-09-12",47514000,51871000,64700000,68492000,NA,137624000,4211000,NA,78461000,82672000,220296000,67317000,NA,68032000,NA,3938000,71970000,277809000,NA,-129103000,148326000,220296000,"QUINSTREET, INC",101002
"12256","QSII","2019-03-31","USD",529173000,-246697000,282476000,-250217000,-164879000,-80994000,-4344000,32259000,-2331000,-2598000,29928000,-640000,29288000,-4794000,24494000,NA,24494000,24494000,24494000,34858000,-40671000,NA,NA,NA,NA,50475000,-4952000,NA,NA,-25523000,NA,-2.6e+07,7533000,-21648000,3304000,497184,2018,"Q4","2019-05-29","2019-10-24",64747000,64713000,33079000,87459000,120000,159851000,21404000,NA,351640000,373044000,532895000,31159000,NA,128232000,1.1e+07,28717000,156949000,265556000,NA,111621000,375946000,532895000,"QUALITY SYSTEMS, INC",101003
"12264","QSR","2018-12-31","USD",5.357e+09,-2.24e+09,3.117e+09,-1.222e+09,-1.214e+09,NA,NA,1.895e+09,-5.13e+08,-5.35e+08,1.382e+09,0,1.382e+09,-2.38e+08,1.144e+09,NA,6.12e+08,6.12e+08,1.144e+09,1.6e+07,-1.75e+08,NA,NA,NA,NA,1.165e+09,-8.6e+07,NA,0,-4.4e+07,-7.28e+08,-5.9e+07,6.1e+07,-1.285e+09,-1.84e+08,716651,2018,"Q4","2019-02-22","2019-02-22",343100000,469100000,9.13e+08,4.52e+08,7.5e+07,1.5e+09,1.996e+09,NA,1.6645e+10,1.8641e+10,2.0141e+10,1.15e+09,9.1e+07,1.408e+09,1.2049e+10,1.5115e+10,1.6523e+10,1.737e+09,NA,6.74e+08,3.618e+09,2.0141e+10,"Restaurant Brands International Inc.",103003
"12267","QTNA","2018-12-31","USD",220460000,-111058000,109402000,-106592000,-35070000,-71522000,NA,2810000,1239000,0,4049000,NA,4049000,-966000,3083000,NA,3083000,3083000,3083000,18409000,-1533000,NA,NA,NA,NA,24820000,-6832000,-4133000,NA,-10965000,NA,-3943000,8418000,888000,14449000,734346,2018,"Q4","2019-03-01","2019-04-30",31725000,43401000,136149000,28326000,20218000,190018000,13691000,NA,41947000,55638000,245656000,35798000,NA,35798000,NA,3371000,39169000,331555000,NA,-124133000,206487000,245656000,"QUANTENNA COMMUNICATIONS INC",101004
"12273","QUOT","2018-12-31","USD",386958000,-206230000,180728000,-186764000,-139891000,-46873000,NA,-6036000,-8610000,-13411000,-14646000,-13190000,-27836000,-482000,-28318000,NA,-28318000,-28318000,-28318000,47029000,-21704000,NA,NA,NA,NA,22048000,-26622000,NA,-33661000,-21119000,NA,-11658000,-6790000,-33558000,-32607000,651172,2018,"Q4","2019-02-27","2019-08-09",94284000,94284000,322766000,112108000,NA,444918000,15579000,NA,201856000,217435000,662353000,30167000,NA,92108000,155719000,190158000,282266000,703024000,NA,-322093000,380087000,662353000,"Quotient Technology Inc.",103011
"12280","QVC","2018-12-31","USD",1.1282e+10,-7.248e+09,4.034e+09,-2.492e+09,-1.2e+09,NA,-4.11e+08,1.542e+09,-2.46e+08,-2.43e+08,1.296e+09,-3.4e+07,1.262e+09,-3.34e+08,9.28e+08,NA,8.82e+08,8.82e+08,9.28e+08,5.9e+07,-2.42e+08,NA,NA,NA,NA,1.156e+09,-3.68e+08,NA,NA,-4.13e+08,-3.67e+08,-5.66e+08,NA,-4.85e+08,2.6e+08,430403,2018,"Q4","2019-02-28","2019-08-08",NA,NA,5.43e+08,1.787e+09,1.28e+09,3.833e+09,1.165e+09,NA,9.858e+09,1.1023e+10,1.4856e+10,2.034e+09,4.21e+08,2.455e+09,4.699e+09,5.572e+09,8.027e+09,9.123e+09,NA,-2.269e+09,6.829e+09,1.4856e+10,"QVC INC",NA
"12290","R","2018-12-31","USD",8409215000,-6827664000,1581551000,-980130000,-854807000,NA,NA,601421000,-173173000,-178560000,428248000,-54387000,373861000,-98254000,275607000,-2309000,273298000,273298000,275607000,205500000,-240976000,-189331000,-5782000,16869000,-62732000,1635095000,-3050409000,NA,-167372000,-2746492000,-111864000,1224700000,-13790000,1093446000,-14911000,378210,2018,"Q4","2019-02-21","2019-02-21",52388000,52377000,68111000,1219426000,79228000,1568391000,10341783000,NA,1140910000,11482693000,13051084000,1362369000,929952000,2292321000,5693646000,7848436000,10140757000,1110950000,NA,2710696000,2910327000,13051084000,"Ryder System",100007
"12301","RAD","2019-02-28","USD",21639557000,-16963205000,4676352000,-4592375000,-4592375000,NA,NA,83977000,-227728000,-227728000,-143751000,-445726000,-589477000,-77477000,-666954000,911695000,244741000,244741000,-666954000,576833000,-433470000,NA,NA,NA,NA,-165709000,-244689000,NA,NA,-198552000,NA,884459000,2294000,803289000,-302981000,84515,2018,"Q4","2019-04-25","2019-10-03",52954000,52954000,144353000,1788712000,1871941000,4101719000,1308514000,NA,2181134000,3489648000,7591367000,2427024000,16111000,2443135000,3478649000,3961542000,6404677000,5930993000,NA,-4713244000,1186690000,7591367000,"RITE AID CORP",102001
"12319","RAIL","2018-12-31","USD",316519000,-320146000,-3627000,-29051000,-29051000,NA,NA,-32678000,1693000,-155000,-30985000,573000,-30412000,-10169000,-40581000,NA,-40581000,-40581000,-40581000,10643000,-16378000,NA,NA,NA,NA,-34299000,273000,NA,NA,-10946000,NA,NA,NA,2527000,-42718000,543593,2018,"Q4","2019-03-04","2019-03-04",12326169,12326169,63089000,18218000,64562000,155833000,45317000,NA,88587000,133904000,289737000,45697000,NA,62050000,NA,34077000,96127000,90720000,-9721000,120799000,193610000,289737000,"FreightCar America, Inc.",100010
"12334","RAVE","2018-06-30","USD",15120000,-3654000,11466000,-11581000,-7597000,NA,-874000,-115000,-183000,-183000,-298000,-750000,-1048000,3322000,2274000,-362000,1912000,1912000,1912000,-2228000,-4460000,NA,NA,NA,NA,-3902000,1789000,NA,NA,708000,NA,0,5129000,4129000,935000,640428,2018,"Q4","2018-09-24","2018-09-24",14973000,19489000,1386000,2230000,545000,4739000,1510000,NA,4737000,6247000,10986000,1883000,0,1980000,1562000,2707000,4687000,33428000,-24636000,-2493000,6299000,10986000,"RAVE RESTAURANT GROUP, INC.",103003
"12345","RAVN","2019-01-31","USD",406668000,-274119000,132549000,-77416000,-51242000,-26174000,NA,55133000,6437000,NA,61570000,0,61570000,-9697000,51873000,NA,51794000,51794000,51873000,-2597000,1553000,NA,NA,NA,NA,65952000,-14127000,-745000,-7671000,-16444000,-18753000,NA,0,-23755000,25252000,664566,2018,"Q4","2019-03-22","2019-08-22",36061232,36476893,65787000,54472000,54076000,183071000,106615000,NA,70559000,177174000,360245000,31750000,NA,33053000,NA,18235000,51288000,126944000,-100402000,285969000,308957000,360245000,"RAVEN INDUSTRIES INC",100001
"12362","RCII","2018-12-31","USD",2660465000,-972297000,1688168000,-1632031000,-163445000,NA,-68946000,56137000,-41821000,-41821000,14316000,-475000,13841000,-5349000,8492000,NA,8492000,8492000,8492000,29105000,-500493000,NA,NA,NA,NA,227505000,-2645000,NA,-2048000,-4693000,0,-139298000,1401000,-140312000,82423000,515845,2018,"Q4","2019-03-01","2019-05-09",53520000,55555000,155391000,69645000,3834000,1087692000,226323000,NA,82902000,309225000,1396917000,451297000,NA,451297000,540042000,659103000,1110400000,839535000,-1347677000,805924000,286517000,1396917000,"RENT A CENTER INC DE",100007
"12373","RCUS","2018-12-31","USD",NA,NA,NA,-54859000,-13566000,-49646000,NA,-54859000,4922000,NA,-49937000,343000,-49594000,NA,-49594000,NA,-49594000,-49594000,-49594000,1602000,1332000,NA,NA,NA,NA,-42996000,-265295000,NA,NA,-113440000,NA,NA,4098000,129074000,-27362000,790458,2018,"Q4","2019-03-05","2019-05-02",43612857,43612857,256544000,NA,NA,258948000,11107000,4383000,487000,15977000,274925000,9125000,NA,16935000,NA,23048000,39983000,357877000,NA,-122828000,234942000,274925000,"Arcus Biosciences, Inc.",106002
"12384","RDC","2018-12-31","USD",824800000,-682700000,142100000,-4.85e+08,-96100000,NA,-388900000,-342900000,-100900000,-123200000,-443800000,44800000,-3.99e+08,51600000,-347400000,NA,-347400000,-347400000,-347400000,-146600000,-5.5e+07,NA,NA,NA,NA,-160100000,38700000,NA,NA,-134100000,NA,0,-5100000,-11200000,-305400000,252069,2018,"Q4","2019-02-27","2019-02-27",1.27e+08,1.27e+08,1026700000,251200000,NA,1300300000,6.201e+09,NA,616400000,6817400000,8117700000,235700000,201200000,453600000,2309700000,2629100000,3082700000,1517500000,-7900000,3810500000,5.035e+09,8117700000,"ROWAN COMPANIES PLC",107006
"12387","RDFN","2018-12-31","USD",486920000,-367496000,119424000,-163358000,-109561000,-53797000,NA,-43934000,1956000,1735000,-41978000,NA,-41978000,NA,-41978000,NA,-41978000,-41978000,-41978000,2e+07,-23189000,NA,NA,NA,NA,-36702000,-8303000,-2e+06,NA,-10303000,NA,249263000,23407000,273402000,226397000,808089,2018,"Q4","2019-02-14","2019-08-01",89757350,75279602,432608000,15363000,22694000,496247000,25187000,0,21387000,46574000,542821000,39897000,4733000,46218000,113586000,124665000,170883000,542919000,NA,-170981000,371938000,542821000,"Redfin Corp",109002
"12396","RDNT","2018-12-31","USD",975146000,-867547000,107599000,-72899000,NA,NA,-72899000,34700000,-31898000,-43456000,2802000,35725000,38527000,-394000,38133000,NA,32243000,32243000,38133000,-12627000,18349000,NA,NA,NA,NA,116754000,-142797000,NA,NA,-146749000,NA,-11902000,20000,-10869000,-40933000,143984,2018,"Q4","2019-02-09","2019-08-09",48654753,49751953,10389000,148919000,NA,208690000,345729000,NA,554911000,900640000,1109330000,181028000,39267000,239517000,633012000,669560000,909077000,242840000,NA,-117915000,200253000,1109330000,"RadNet, Inc.",106001
"12406","RE","2018-12-31","USD",7504772000,NA,7504772000,-1930303000,-1519030000,NA,NA,5574469000,-31031000,-31031000,5543438000,-5769909000,-226471000,330023000,103552000,NA,103552000,103552000,103552000,86725000,419792000,NA,NA,NA,NA,610069000,NA,-512582000,-3370455000,-279621000,-216221000,NA,-75304000,-316594000,21028000,741323,2018,"Q4","2019-03-01","2019-08-09",40229000,40403000,NA,NA,NA,5147975000,NA,18433066000,1212958000,19646024000,24793999000,2739144000,NA,16256582000,633613000,633613000,16890195000,2189469000,-3397548000,9574440000,7903804000,24793999000,"EVEREST RE GROUP LTD",104013
"12407","REAL","2018-12-31","USD",213732000,-76814000,136918000,-210822000,-105893000,NA,NA,-73904000,-1762000,-106000,-75666000,NA,-75666000,-99000,-75765000,NA,-75765000,-84687000,-75765000,7181000,12099000,NA,NA,NA,NA,-47195000,-13392000,NA,NA,-33923000,NA,106040000,614000,106085000,24967000,978937,2018,"Q4","2019-02-14","2019-11-05",8497488,8497488,61524000,7571000,10355000,89146000,33286000,NA,12985000,46271000,135417000,82364000,5990000,88354000,297449000,304753000,393107000,NA,NA,-257665000,-257690000,135417000,"TheRealReal, Inc.",103002
"12416","RECN","2018-05-31","USD",654129000,-408074000,246055000,-215431000,-209042000,NA,-6389000,30624000,-1735000,-1735000,28889000,NA,28889000,-10063000,18826000,NA,18826000,18826000,18826000,1838000,-11683000,NA,NA,NA,NA,15370000,-2209000,NA,-23457000,-25666000,-14269000,1.5e+07,5322000,3474000,-5859000,328011,2018,"Q4","2018-07-23","2018-10-04",31542000,32136000,56470000,130452000,NA,194881000,22413000,NA,215380000,237793000,432674000,81698000,NA,94524000,6.3e+07,69325000,163849000,430191000,-486722000,335741000,268825000,432674000,"RESOURCES CONNECTION INC",100002
"12426","REED","2018-12-31","USD",38102000,-27424000,10678000,-18751000,-13262000,NA,NA,-8073000,-2201000,-2201000,-10274000,-51000,-10325000,NA,-10325000,NA,-10325000,-10330000,-10325000,1907000,-926000,NA,NA,NA,NA,-9258000,-108000,NA,1050000,942000,NA,-46156000,0,-3187000,-11503000,727073,2018,"Q4","2019-02-13","2019-08-13",25710661,25710661,624000,2608000,7380000,10938000,896000,NA,658000,1554000,12492000,7204000,51000,14235000,4962000,5e+06,19235000,53594000,NA,-60431000,-6743000,12492000,"REED'S, INC.",102005
"12436","REGN","2018-12-31","USD",6710800000,-434100000,6276700000,-3742300000,-1556200000,-2186100000,NA,2534400000,19100000,-28200000,2553500000,NA,2553500000,-109100000,2444400000,NA,2444400000,2444400000,2444400000,299500000,-6.97e+08,-268900000,-387900000,NA,-40200000,2195100000,-383100000,-1069900000,NA,-1.453e+09,NA,0,110100000,-87100000,6.55e+08,378206,2018,"Q4","2019-02-07","2019-02-07",108119000,114729000,2809900000,1723700000,1151200000,6447600000,2575800000,1.755e+09,956100000,5286900000,11734500000,218200000,NA,1442800000,708500000,1534400000,2977200000,3911700000,-396400000,5254300000,8757300000,11734500000,"Regeneron",106002
"12438","REI","2018-12-31","USD",114434268,-27801989,86632279,-51892572,-12867686,NA,-39024886,34739707,-330043,-330043,34409664,-21964183,12445481,-3445721,8999760,NA,8999760,8999760,8999760,18127137,4205538,NA,NA,NA,NA,70357321,-4550948,NA,NA,-203421314,NA,39600000,81821138,121421138,-11642855,942590,2018,"Q4","2019-02-28","2019-08-07",60915743,61648928,3363726,12643478,NA,16844257,542010862,NA,8210540,550221402,567065659,51910432,NA,51910432,39500000,52555797,104466229,494955323,NA,-32355893,462599430,567065659,"RING ENERGY, INC.",NA
"12446","REMI","2019-03-31","USD",1603741,-486495,1117246,-1834593,-1736703,-120,-97770,-717347,2837344,-10643,2119997,NA,2119997,-874,2119123,NA,2128796,2128796,2119123,-2912641,1263366,NA,NA,NA,NA,567618,0,NA,NA,0,NA,NA,NA,NA,567618,76840,2018,"Q4","2019-06-28","2019-08-14",19995969,19995969,66539,233908,110962,655933,125733,7114508,NA,7240241,7896174,2369442,NA,2433294,0,0,2433294,24926265,-831450,-17717166,5462880,7896174,"REMEDENT, INC.",106003
"12463","RES","2018-12-31","USD",1721005000,-1183048000,537957000,-331271000,-168151000,NA,-163120000,206686000,11250000,1937000,217936000,3344000,221280000,-45878000,175402000,NA,175402000,175402000,175402000,20436000,26382000,NA,NA,NA,NA,389009000,-229373000,NA,NA,-217509000,-101069000,NA,-43001000,-146288000,25212000,448466,2018,"Q4","2019-02-28","2019-02-28",212551000,212551000,116262000,323533000,130083000,618938000,517982000,NA,62660000,580642000,1199580000,143237000,NA,143237000,NA,105924000,249161000,21454000,NA,947711000,950419000,1199580000,"RPC Inc",107004
"12469","RESI","2018-12-31","USD",183013000,-77176000,105837000,-147673000,NA,NA,NA,-41836000,-76110000,-77035000,-117946000,-12843000,-130789000,-46000,-130835000,NA,-130835000,-130835000,-130835000,23277000,-9333000,NA,NA,NA,NA,-35930000,-508550000,NA,-11399000,-429553000,-32261000,456727000,-325000,385155000,-80328000,137841,2018,"Q4","2019-02-27","2019-05-08",53632679,53632679,44186000,19663000,NA,247744000,1966086000,NA,56421000,2022507000,2270251000,76640000,1722219000,1798859000,NA,0,1798859000,1184668000,NA,-700623000,471392000,2270251000,"Altisource Residential Corp",104001
"12478","REV","2018-12-31","USD",2564500000,-1.117e+09,1447500000,-1460500000,-1460500000,NA,NA,-1.3e+07,-193700000,-176600000,-206700000,-85200000,-291900000,-2200000,-294100000,-1e+05,-294200000,-294200000,-294200000,-4e+05,-53400000,NA,NA,NA,NA,-170800000,-57200000,NA,NA,-57200000,NA,247800000,NA,233100000,1e+05,639819,2018,"Q4","2019-02-08","2019-08-08",52858867,52858867,87300000,431300000,523200000,1193800000,354500000,NA,1468500000,1.823e+09,3016800000,332100000,357400000,1120400000,2727700000,2953200000,4073600000,1064300000,-31900000,-1.855e+09,-1056800000,3016800000,"REVLON INC /DE/",102002
"12484","REXR","2018-12-31","USD",212494000,-51671000,160823000,-105236000,-25194000,NA,-80042000,55587000,-25416000,-25416000,30171000,16904000,47075000,NA,47075000,NA,46210000,36138000,47075000,-23310000,-1032000,NA,NA,NA,NA,102775000,-552153000,NA,NA,-507213000,-63972000,89459000,555926000,578169000,173731000,139560,2018,"Q4","2019-02-19","2019-02-19",94214977,94706905,180601000,4944000,NA,185545000,2487341000,NA,114799000,2602140000,2787685000,37012000,NA,45902000,810098000,833360000,879262000,1799079000,NA,NA,1908423000,2787685000,"Rexford Industrial Realty, Inc.",109001
"12486","REZI","2018-12-31","USD",4.827e+09,-3.461e+09,1.366e+09,-8.73e+08,-8.73e+08,NA,NA,4.93e+08,-3.89e+08,-2e+07,1.04e+08,NA,1.04e+08,3.01e+08,4.05e+08,NA,4.05e+08,4.05e+08,4.05e+08,-2.85e+08,2.76e+08,NA,NA,NA,NA,4.62e+08,-6.4e+07,NA,NA,-7.4e+07,NA,1.22e+09,NA,-1.67e+08,2.09e+08,918602,2018,"Q4","2019-02-07","2019-05-08",122031000,122531000,2.65e+08,8.21e+08,6.28e+08,1.809e+09,3e+08,NA,2.863e+09,3.163e+09,4.972e+09,1.467e+09,2.2e+07,1.489e+09,1.179e+09,1.95e+09,3.439e+09,1.72e+09,NA,2e+06,1.533e+09,4.972e+09,"RESIDEO TECHNOLOGIES, INC.",NA
"12495","RFIL","2018-10-31","USD",50196000,-33096000,17100000,-9653000,-8173000,-1480000,NA,7447000,NA,NA,7447000,47000,7494000,-1468000,6026000,-180000,5846000,5846000,6026000,139000,-1408000,NA,NA,NA,NA,6215000,3935000,NA,NA,3697000,-730000,NA,1113000,383000,10295000,241093,2018,"Q4","2018-12-20","2018-12-20",9285307,10157161,16334000,4255000,7113000,28530000,559000,NA,3413000,3972000,32502000,4719000,NA,4719000,NA,0,4719000,21067000,NA,6716000,27783000,32502000,"R F INDUSTRIES LTD",101001
"12502","RFMD","2019-03-31","USD",3090325000,-1895142000,1195183000,-978717000,-476074000,-450482000,NA,216466000,-124674000,-32992000,91792000,NA,91792000,41333000,133125000,NA,133125000,133125000,133125000,551150000,-82557000,NA,NA,NA,NA,810364000,-220937000,4e+05,0,-247554000,NA,-1050680000,-596785000,-776664000,-215020000,35151,2018,"Q4","2019-05-17","2019-11-01",121987000,127834000,711035000,378172000,511793000,1684841000,1366513000,97786000,2658884000,4123183000,5808024000,393823000,80000,435614000,920935000,1012731000,1448345000,4687455000,NA,-321152000,4359679000,5808024000,"Qorvo, Inc.",101004
